"Name","rarity","tier","gearScore","type","itemType","description"
"Marauder Commander Hat of the Brigand","Rare","5","520","item","armor","Medium armor made for members of the Marauders."
"Marauder Commander Coat of the Brigand","Rare","5","520","item","armor","Medium armor made for members of the Marauders."
"Marauder Commander Gloves of the Brigand","Rare","5","520","item","armor","Medium armor made for members of the Marauders."
"Marauder Commander Pants of the Brigand","Rare","5","520","item","armor","Medium armor made for members of the Marauders."
"Marauder Commander Shoes of the Brigand","Rare","5","520","item","armor","Medium armor made for members of the Marauders."
"Covenant Adjudicator Hat of the Brigand","Rare","5","520","item","armor","Medium armor made for members of the Covenant."
"Covenant Adjudicator Coat of the Brigand","Rare","5","520","item","armor","Medium armor made for members of the Covenant."
"Covenant Adjudicator Gloves of the Brigand","Rare","5","520","item","armor","Medium armor made for members of the Covenant."
"Covenant Adjudicator Pants of the Brigand","Rare","5","520","item","armor","Medium armor made for members of the Covenant."
"Covenant Adjudicator Shoes of the Brigand","Rare","5","520","item","armor","Medium armor made for members of the Covenant."
"Syndicate Chronicler Hat of the Brigand","Uncommon","4","520","item","armor","Medium armor made for members of the Syndicate."
"Syndicate Alchemist Hat of the Brigand","Rare","5","520","item","armor","Medium armor made for members of the Syndicate."
"Syndicate Alchemist Coat of the Brigand","Rare","5","520","item","armor","Medium armor made for members of the Syndicate."
"Syndicate Alchemist Gloves of the Brigand","Rare","5","520","item","armor","Medium armor made for members of the Syndicate."
"Syndicate Alchemist Pants of the Brigand","Rare","5","520","item","armor","Medium armor made for members of the Syndicate."
"Syndicate Alchemist Shoes of the Brigand","Rare","5","520","item","armor","Medium armor made for members of the Syndicate."
"Marauder Commander Headwear of the Barbarian","Rare","5","520","item","armor","Light armor made for members of the Marauders."
"Marauder Commander Jacket of the Barbarian","Rare","5","520","item","armor","Light armor made for members of the Marauders."
"Marauder Commander Handcovers of the Barbarian","Rare","5","520","item","armor","Light armor made for members of the Marauders."
"Marauder Commander Leggings of the Barbarian","Rare","5","520","item","armor","Light armor made for members of the Marauders."
"Marauder Commander Footwear of the Barbarian","Rare","5","520","item","armor","Light armor made for members of the Marauders."
"Covenant Adjudicator Headwear of the Barbarian","Rare","5","520","item","armor","Light armor made for members of the Covenant."
"Covenant Adjudicator Jacket of the Barbarian","Rare","5","520","item","armor","Light armor made for members of the Covenant."
"Covenant Adjudicator Handcovers of the Barbarian","Rare","5","520","item","armor","Light armor made for members of the Covenant."
"Covenant Adjudicator Leggings of the Barbarian","Rare","5","520","item","armor","Light armor made for members of the Covenant."
"Covenant Adjudicator Footwear of the Barbarian","Rare","5","520","item","armor","Light armor made for members of the Covenant."
"Syndicate Alchemist Headwear of the Barbarian","Rare","5","520","item","armor","Light armor made for members of the Syndicate."
"Syndicate Alchemist Jacket of the Barbarian","Rare","5","520","item","armor","Light armor made for members of the Syndicate."
"Syndicate Alchemist Handcovers of the Barbarian","Rare","5","520","item","armor","Light armor made for members of the Syndicate."
"Syndicate Alchemist Leggings of the Barbarian","Rare","5","520","item","armor","Light armor made for members of the Syndicate."
"Syndicate Alchemist Footwear of the Barbarian","Rare","5","520","item","armor","Light armor made for members of the Syndicate."
"Marauder Commander Hat of the Barbarian","Rare","5","520","item","armor","Medium armor made for members of the Marauders."
"Marauder Commander Coat of the Barbarian","Rare","5","520","item","armor","Medium armor made for members of the Marauders."
"Marauder Commander Gloves of the Barbarian","Rare","5","520","item","armor","Medium armor made for members of the Marauders."
"Marauder Commander Pants of the Barbarian","Rare","5","520","item","armor","Medium armor made for members of the Marauders."
"Marauder Commander Shoes of the Barbarian","Rare","5","520","item","armor","Medium armor made for members of the Marauders."
"Covenant Adjudicator Hat of the Barbarian","Rare","5","520","item","armor","Medium armor made for members of the Covenant."
"Covenant Adjudicator Coat of the Barbarian","Rare","5","520","item","armor","Medium armor made for members of the Covenant."
"Covenant Adjudicator Gloves of the Barbarian","Rare","5","520","item","armor","Medium armor made for members of the Covenant."
"Covenant Adjudicator Pants of the Barbarian","Rare","5","520","item","armor","Medium armor made for members of the Covenant."
"Covenant Adjudicator Shoes of the Barbarian","Rare","5","520","item","armor","Medium armor made for members of the Covenant."
"Syndicate Alchemist Hat of the Barbarian","Rare","5","520","item","armor","Medium armor made for members of the Syndicate."
"Syndicate Alchemist Coat of the Barbarian","Rare","5","520","item","armor","Medium armor made for members of the Syndicate."
"Syndicate Alchemist Gloves of the Barbarian","Rare","5","520","item","armor","Medium armor made for members of the Syndicate."
"Syndicate Alchemist Pants of the Barbarian","Uncommon","5","520","item","armor","Medium armor made for members of the Syndicate."
"Syndicate Alchemist Shoes of the Barbarian","Rare","5","520","item","armor","Medium armor made for members of the Syndicate."
"Marauder Commander Helm of the Brigand","Rare","5","520","item","armor","Heavy armor made for members of the Marauders."
"Marauder Commander Breastplate of the Brigand","Rare","5","520","item","armor","Heavy armor made for members of the Marauders."
"Marauder Commander Gauntlets of the Brigand","Rare","5","520","item","armor","Heavy armor made for members of the Marauders."
"Marauder Commander Legguards of the Brigand","Rare","5","520","item","armor","Heavy armor made for members of the Marauders."
"Marauder Commander Boots of the Brigand","Rare","5","520","item","armor","Heavy armor made for members of the Marauders."
"Covenant Adjudicator Helm of the Brigand","Rare","5","520","item","armor","Heavy armor made for members of the Covenant."
"Covenant Adjudicator Breastplate of the Brigand","Rare","5","520","item","armor","Heavy armor made for members of the Covenant."
"Covenant Adjudicator Gauntlets of the Brigand","Rare","5","520","item","armor","Heavy armor made for members of the Covenant."
"Covenant Adjudicator Legguards of the Brigand","Rare","5","520","item","armor","Heavy armor made for members of the Covenant."
"Covenant Adjudicator Boots of the Brigand","Rare","5","520","item","armor","Heavy armor made for members of the Covenant."
"Syndicate Alchemist Helm of the Brigand","Rare","5","520","item","armor","Heavy armor made for members of the Syndicate."
"Syndicate Alchemist Breastplate of the Brigand","Rare","5","520","item","armor","Heavy armor made for members of the Syndicate."
"Syndicate Alchemist Gauntlets of the Brigand","Rare","5","520","item","armor","Heavy armor made for members of the Syndicate."
"Syndicate Alchemist Legguards of the Brigand","Rare","5","520","item","armor","Heavy armor made for members of the Syndicate."
"Syndicate Alchemist Boots of the Brigand","Rare","5","520","item","armor","Heavy armor made for members of the Syndicate."
"Marauder Commander Headwear of the Brigand","Rare","5","520","item","armor","Light armor made for members of the Marauders."
"Marauder Commander Jacket of the Brigand","Rare","5","520","item","armor","Light armor made for members of the Marauders."
"Marauder Commander Handcovers of the Brigand","Rare","5","520","item","armor","Light armor made for members of the Marauders."
"Marauder Commander Leggings of the Brigand","Rare","5","520","item","armor","Light armor made for members of the Marauders."
"Marauder Commander Footwear of the Brigand","Rare","5","520","item","armor","Light armor made for members of the Marauders."
"Covenant Adjudicator Headwear of the Brigand","Rare","5","520","item","armor","Light armor made for members of the Covenant."
"Covenant Adjudicator Jacket of the Brigand","Rare","5","520","item","armor","Light armor made for members of the Covenant."
"Covenant Adjudicator Handcovers of the Brigand","Rare","5","520","item","armor","Light armor made for members of the Covenant."
"Covenant Adjudicator Leggings of the Brigand","Rare","5","520","item","armor","Light armor made for members of the Covenant."
"Covenant Adjudicator Footwear of the Brigand","Rare","5","520","item","armor","Light armor made for members of the Covenant."
"Syndicate Alchemist Headwear of the Brigand","Rare","5","520","item","armor","Light armor made for members of the Syndicate."
"Syndicate Alchemist Jacket of the Brigand","Rare","5","520","item","armor","Light armor made for members of the Syndicate."
"Syndicate Alchemist Handcovers of the Brigand","Rare","5","520","item","armor","Light armor made for members of the Syndicate."
"Syndicate Alchemist Leggings of the Brigand","Rare","5","520","item","armor","Light armor made for members of the Syndicate."
"Syndicate Alchemist Footwear of the Brigand","Rare","5","520","item","armor","Light armor made for members of the Syndicate."
"Marauder Commander Helm of the Occultist","Rare","5","520","item","armor","Heavy armor made for members of the Marauders."
"Marauder Commander Breastplate of the Occultist","Rare","5","520","item","armor","Heavy armor made for members of the Marauders."
"Marauder Commander Gauntlets of the Occultist","Rare","5","520","item","armor","Heavy armor made for members of the Marauders."
"Marauder Commander Legguards of the Occultist","Rare","5","520","item","armor","Heavy armor made for members of the Marauders."
"Marauder Commander Boots of the Occultist","Rare","5","520","item","armor","Heavy armor made for members of the Marauders."
"Covenant Adjudicator Helm of the Occultist","Rare","5","520","item","armor","Heavy armor made for members of the Covenant."
"Covenant Adjudicator Breastplate of the Occultist","Rare","5","520","item","armor","Heavy armor made for members of the Covenant."
"Covenant Adjudicator Gauntlets of the Occultist","Rare","5","520","item","armor","Heavy armor made for members of the Covenant."
"Covenant Adjudicator Legguards of the Occultist","Rare","5","520","item","armor","Heavy armor made for members of the Covenant."
"Covenant Adjudicator Boots of the Occultist","Rare","5","520","item","armor","Heavy armor made for members of the Covenant."
"Syndicate Alchemist Helm of the Occultist","Rare","5","520","item","armor","Heavy armor made for members of the Syndicate."
"Syndicate Alchemist Breastplate of the Occultist","Rare","5","520","item","armor","Heavy armor made for members of the Syndicate."
"Syndicate Alchemist Gauntlets of the Occultist","Rare","5","520","item","armor","Heavy armor made for members of the Syndicate."
"Syndicate Alchemist Legguards of the Occultist","Rare","5","520","item","armor","Heavy armor made for members of the Syndicate."
"Syndicate Alchemist Boots of the Occultist","Rare","5","520","item","armor","Heavy armor made for members of the Syndicate."
"Marauder Commander Hat of the Occultist","Rare","5","520","item","armor","Medium armor made for members of the Marauders."
"Marauder Commander Coat of the Occultist","Rare","5","520","item","armor","Medium armor made for members of the Marauders."
"Marauder Commander Gloves of the Occultist","Rare","5","520","item","armor","Medium armor made for members of the Marauders."
"Marauder Commander Pants of the Occultist","Rare","5","520","item","armor","Medium armor made for members of the Marauders."
"Marauder Commander Shoes of the Occultist","Rare","5","520","item","armor","Medium armor made for members of the Marauders."
"Covenant Adjudicator Hat of the Occultist","Rare","5","520","item","armor","Medium armor made for members of the Covenant."
"Covenant Adjudicator Coat of the Occultist","Rare","5","520","item","armor","Medium armor made for members of the Covenant."
"Covenant Adjudicator Gloves of the Occultist","Rare","5","520","item","armor","Medium armor made for members of the Covenant."
"Covenant Adjudicator Pants of the Occultist","Rare","5","520","item","armor","Medium armor made for members of the Covenant."
"Covenant Adjudicator Shoes of the Occultist","Rare","5","520","item","armor","Medium armor made for members of the Covenant."
"Syndicate Alchemist Hat of the Occultist","Rare","5","520","item","armor","Medium armor made for members of the Syndicate."
"Syndicate Alchemist Coat of the Occultist","Rare","5","520","item","armor","Medium armor made for members of the Syndicate."
"Syndicate Alchemist Gloves of the Occultist","Rare","5","520","item","armor","Medium armor made for members of the Syndicate."
"Syndicate Alchemist Pants of the Occultist","Uncommon","5","520","item","armor","Medium armor made for members of the Syndicate."
"Syndicate Alchemist Shoes of the Occultist","Rare","5","520","item","armor","Medium armor made for members of the Syndicate."
"Marauder Commander Headwear of the Occultist","Rare","5","520","item","armor","Light armor made for members of the Marauders."
"Marauder Commander Jacket of the Occultist","Rare","5","520","item","armor","Light armor made for members of the Marauders."
"Marauder Commander Handcovers of the Occultist","Rare","5","520","item","armor","Light armor made for members of the Marauders."
"Marauder Commander Leggings of the Occultist","Rare","5","520","item","armor","Light armor made for members of the Marauders."
"Marauder Commander Footwear of the Occultist","Rare","5","520","item","armor","Light armor made for members of the Marauders."
"Covenant Adjudicator Headwear of the Occultist","Rare","5","520","item","armor","Light armor made for members of the Covenant."
"Covenant Adjudicator Jacket of the Occultist","Rare","5","520","item","armor","Light armor made for members of the Covenant."
"Covenant Adjudicator Handcovers of the Occultist","Rare","5","520","item","armor","Light armor made for members of the Covenant."
"Covenant Adjudicator Leggings of the Occultist","Rare","5","520","item","armor","Light armor made for members of the Covenant."
"Covenant Adjudicator Footwear of the Occultist","Rare","5","520","item","armor","Light armor made for members of the Covenant."
"Syndicate Alchemist Headwear of the Occultist","Rare","5","520","item","armor","Light armor made for members of the Syndicate."
"Syndicate Alchemist Jacket of the Occultist","Rare","5","520","item","armor","Light armor made for members of the Syndicate."
"Syndicate Alchemist Handcovers of the Occultist","Rare","5","520","item","armor","Light armor made for members of the Syndicate."
"Syndicate Alchemist Leggings of the Occultist","Rare","5","520","item","armor","Light armor made for members of the Syndicate."
"Syndicate Alchemist Footwear of the Occultist","Rare","5","520","item","armor","Light armor made for members of the Syndicate."
"Marauder Commander Helm of the Cleric","Rare","5","520","item","armor","Heavy armor made for members of the Marauders."
"Marauder Commander Breastplate of the Cleric","Rare","5","520","item","armor","Heavy armor made for members of the Marauders."
"Marauder Commander Gauntlets of the Cleric","Rare","5","520","item","armor","Heavy armor made for members of the Marauders."
"Marauder Commander Legguards of the Cleric","Rare","5","520","item","armor","Heavy armor made for members of the Marauders."
"Marauder Commander Boots of the Cleric","Rare","5","520","item","armor","Heavy armor made for members of the Marauders."
"Covenant Adjudicator Helm of the Cleric","Rare","5","520","item","armor","Heavy armor made for members of the Covenant."
"Covenant Adjudicator Breastplate of the Cleric","Rare","5","520","item","armor","Heavy armor made for members of the Covenant."
"Covenant Adjudicator Gauntlets of the Cleric","Rare","5","520","item","armor","Heavy armor made for members of the Covenant."
"Covenant Adjudicator Legguards of the Cleric","Rare","5","520","item","armor","Heavy armor made for members of the Covenant."
"Covenant Adjudicator Boots of the Cleric","Rare","5","520","item","armor","Heavy armor made for members of the Covenant."
"Syndicate Alchemist Helm of the Cleric","Rare","5","520","item","armor","Heavy armor made for members of the Syndicate."
"Syndicate Alchemist Breastplate of the Cleric","Rare","5","520","item","armor","Heavy armor made for members of the Syndicate."
"Syndicate Alchemist Gauntlets of the Cleric","Rare","5","520","item","armor","Heavy armor made for members of the Syndicate."
"Syndicate Alchemist Legguards of the Cleric","Rare","5","520","item","armor","Heavy armor made for members of the Syndicate."
"Syndicate Alchemist Boots of the Cleric","Rare","5","520","item","armor","Heavy armor made for members of the Syndicate."
"Marauder Commander Headwear of the Cleric","Rare","5","520","item","armor","Light armor made for members of the Marauders."
"Marauder Commander Jacket of the Cleric","Rare","5","520","item","armor","Light armor made for members of the Marauders."
"Marauder Commander Handcovers of the Cleric","Rare","5","520","item","armor","Light armor made for members of the Marauders."
"Marauder Commander Leggings of the Cleric","Rare","5","520","item","armor","Light armor made for members of the Marauders."
"Marauder Commander Footwear of the Cleric","Rare","5","520","item","armor","Light armor made for members of the Marauders."
"Covenant Adjudicator Headwear of the Cleric","Rare","5","520","item","armor","Light armor made for members of the Covenant."
"Covenant Adjudicator Jacket of the Cleric","Rare","5","520","item","armor","Light armor made for members of the Covenant."
"Covenant Adjudicator Handcovers of the Cleric","Rare","5","520","item","armor","Light armor made for members of the Covenant."
"Covenant Adjudicator Leggings of the Cleric","Rare","5","520","item","armor","Light armor made for members of the Covenant."
"Covenant Adjudicator Footwear of the Cleric","Rare","5","520","item","armor","Light armor made for members of the Covenant."
"Syndicate Alchemist Headwear of the Cleric","Rare","5","520","item","armor","Light armor made for members of the Syndicate."
"Syndicate Alchemist Jacket of the Cleric","Rare","5","520","item","armor","Light armor made for members of the Syndicate."
"Syndicate Alchemist Handcovers of the Cleric","Rare","5","520","item","armor","Light armor made for members of the Syndicate."
"Syndicate Alchemist Leggings of the Cleric","Rare","5","520","item","armor","Light armor made for members of the Syndicate."
"Syndicate Alchemist Footwear of the Cleric","Rare","5","520","item","armor","Light armor made for members of the Syndicate."
"Marauder Commander Hat of the Cleric","Rare","5","520","item","armor","Medium armor made for members of the Marauders."
"Marauder Commander Coat of the Cleric","Rare","5","520","item","armor","Medium armor made for members of the Marauders."
"Marauder Commander Gloves of the Cleric","Rare","5","520","item","armor","Medium armor made for members of the Marauders."
"Marauder Commander Pants of the Cleric","Rare","5","520","item","armor","Medium armor made for members of the Marauders."
"Marauder Commander Shoes of the Cleric","Rare","5","520","item","armor","Medium armor made for members of the Marauders."
"Covenant Adjudicator Hat of the Cleric","Rare","5","520","item","armor","Medium armor made for members of the Covenant."
"Covenant Adjudicator Coat of the Cleric","Rare","5","520","item","armor","Medium armor made for members of the Covenant."
"Covenant Adjudicator Gloves of the Cleric","Rare","5","520","item","armor","Medium armor made for members of the Covenant."
"Covenant Adjudicator Pants of the Cleric","Rare","5","520","item","armor","Medium armor made for members of the Covenant."
"Covenant Adjudicator Shoes of the Cleric","Rare","5","520","item","armor","Medium armor made for members of the Covenant."
"Syndicate Alchemist Hat of the Cleric","Rare","5","520","item","armor","Medium armor made for members of the Syndicate."
"Syndicate Alchemist Coat of the Cleric","Rare","5","520","item","armor","Medium armor made for members of the Syndicate."
"Syndicate Alchemist Gloves of the Cleric","Rare","5","520","item","armor","Medium armor made for members of the Syndicate."
"Syndicate Alchemist Pants of the Cleric","Uncommon","5","520","item","armor","Medium armor made for members of the Syndicate."
"Syndicate Alchemist Shoes of the Cleric","Rare","5","520","item","armor","Medium armor made for members of the Syndicate."
"A Thousand Cuts","Rare","4","520","item","weapon","""The grip is wrapped in a biting hemp rope, unfit for soft hands."""
"Dark Phoenix","Uncommon","5","520","item","weapon","""To prosper in this realm of men is wickedness in the eyes of the damned."""
"Lifegiver's Gloves","Uncommon","5","515","item","armor","""Give me guilded hands and I can give you the world"""
"Helmschmid Cuisses","Uncommon","5","515","item","armor","""In heavy steps, an emergent slip, sanity fell and lost its grip."""
"Windsward Cleaver","Uncommon","5","515","item","weapon","""Your gods and heroes have no jurisdiction here."""
"Scapeway Guardian Plates","Uncommon","5","510","item","armor","""Victory is achieved through harmony."""
"Death Rattle","Common","5","510","item","weapon","""For there is no thief or serpent who shall not bear my name."""
"Jewel of Vengence","Uncommon","5","510","item","armor","""Pensyf, payred, I am forpayned &amp; thou in a lyf of lyking lyghte"""
"Velda's Lost Mascot","Common","5","510","item","armor","""We have a secret, just we three - Velda, me and the cherry tree."""
"Bloodstone Charm","Uncommon","5","510","item","armor","""Widow’s screams and curses strange, may see the bearer’s fortune change."""
"Glory Reigns","Common","5","510","item","armor","""Luck is not chance - it is toil."""
"Diamond of the Yew Tree","Common","5","510","item","armor","""What truth doth this hallowed treasure possess greater than that of the will of the beholder."""
"Mourningdale Foehammer","Uncommon","5","505","item","weapon","""All is a ruin where rage knew no bounds."""
"Lord Huntingdon's Brooch","Uncommon","5","505","item","armor","""Down in the valleys bore the coveted four leaf clovers."""
"The Watcher's Totem","Uncommon","5","505","item","armor","""The earth emits vibrations and to be tuned in is to experience the essence of life itself."""
"Clothier's Shoes","Uncommon","5","","item","armor","""You might think an island full of zombies wouldn't have a fashion scene, but you'd be dreadfully mistaken, darling."""
"Clothier's Leggings","Uncommon","5","","item","armor","""You might think an island full of zombies wouldn't have a fashion scene, but you'd be dreadfully mistaken, darling."""
"Clothier's Shirt","Uncommon","5","","item","armor","""You might think an island full of zombies wouldn't have a fashion scene, but you'd be dreadfully mistaken, darling."""
"Clothier's Hat","Uncommon","5","","item","armor","""You might think an island full of zombies wouldn't have a fashion scene, but you'd be dreadfully mistaken, darling."""
"Clothier's Gloves","Uncommon","5","","item","armor","""You might think an island full of zombies wouldn't have a fashion scene, but you'd be dreadfully mistaken, darling."""
"Costumier's Shoes","Uncommon","5","","item","armor","""A stich in time saves - oh who are you kidding. You're going to get stabbed in this, again, and someone will have to sew it up, regardless."""
"Costumier's Leggings","Uncommon","5","","item","armor","""A stich in time saves - oh who are you kidding. You're going to get stabbed in this, again, and someone will have to sew it up, regardless."""
"Costumier's Shirt","Uncommon","5","","item","armor","""A stich in time saves - oh who are you kidding. You're going to get stabbed in this, again, and someone will have to sew it up, regardless."""
"Costumier's Hat","Uncommon","5","","item","armor","""A stich in time saves - oh who are you kidding. You're going to get stabbed in this, again, and someone will have to sew it up, regardless."""
"Costumier's Gloves","Uncommon","5","","item","armor","""A stich in time saves - oh who are you kidding. You're going to get stabbed in this, again, and someone will have to sew it up, regardless."""
"Prevender's Shoes","Uncommon","5","","item","armor","So heavily dusted with pepper is this, tis hard not to sneeze while wearing it."
"Provender's Leggings","Uncommon","5","","item","armor","So heavily dusted with pepper is this, tis hard not to sneeze while wearing it."
"Provender's Shirt","Uncommon","5","","item","armor","So heavily dusted with pepper is this, tis hard not to sneeze while wearing it."
"Provender's Hat","Uncommon","5","","item","armor","So heavily dusted with pepper is this, tis hard not to sneeze while wearing it."
"Provender's Gloves","Uncommon","5","","item","armor","So heavily dusted with pepper is this, tis hard not to sneeze while wearing it."
"Grocer's Shoes","Uncommon","5","","item","armor","You're not sure what was spilled on this, but it smells delicious."
"Grocer's Leggings","Uncommon","5","","item","armor","You're not sure what was spilled on this, but it smells delicious."
"Grocer's Shirt","Uncommon","5","","item","armor","You're not sure what was spilled on this, but it smells delicious."
"Grocer's Hat","Uncommon","5","","item","armor","You're not sure what was spilled on this, but it smells delicious."
"Grocer's Gloves","Uncommon","5","","item","armor","You're not sure what was spilled on this, but it smells delicious."
"Orichalcum Soldier Helm","","5","","item","armor","Common-style armor made from Orichalcum, a metal thought lost to the ages. Supremely protective against physical damage."
"Orichalcum Heavy Helm","","5","","item","armor","Orichalcum armor styled after ceremonial antiques. Heavy, but affords the most physical protection relative to other styles."
"Orichalcum Pathfinder Helm","","5","","item","armor","Orichalcum armor that has been stripped down and padded with fur. Lighter-weight, for a balance between mobility and heavy physical protection."
"Orichalcum Inquisitor Helm","","5","","item","armor","Orichalcum Heavy Sorcerer Hunter armor, made for those who seek out the most vile of heretics."
"Orichalcum Soldier Breastplate","","5","","item","armor","Common-style armor made from Orichalcum, a metal thought lost to the ages. Supremely protective against physical damage."
"Orichalcum Heavy Breastplate","","5","","item","armor","Orichalcum armor styled after ceremonial antiques. Heavy, but affords the most physical protection relative to other styles."
"Orichalcum Pathfinder Breastplate","","5","","item","armor","Orichalcum armor that has been stripped down and padded with fur. Lighter-weight, for a balance between mobility and heavy physical protection."
"Orichalcum Inquisitor Breastplate","","5","","item","armor","Orichalcum Heavy Sorcerer Hunter armor, made for those who seek out the most vile of heretics."
"Orichalcum Soldier Vambraces","","5","","item","armor","Common-style armor made from Orichalcum, a metal thought lost to the ages. Supremely protective against physical damage."
"Orichalcum Heavy Gauntlets","","5","","item","armor","Orichalcum armor styled after ceremonial antiques. Heavy, but affords the most physical protection relative to other styles."
"Orichalcum Pathfinder Vambraces","","5","","item","armor","Orichalcum armor that has been stripped down and padded with fur. Lighter-weight, for a balance between mobility and heavy physical protection."
"Orichalcum Inquisitor Gauntlets","","5","","item","armor","Orichalcum Heavy Sorcerer Hunter armor, made for those who seek out the most vile of heretics."
"Orichalcum Soldier Greaves","","5","","item","armor","Common-style armor made from Orichalcum, a metal thought lost to the ages. Supremely protective against physical damage."
"Orichalcum Heavy Greaves","","5","","item","armor","Orichalcum armor styled after ceremonial antiques. Heavy, but affords the most physical protection relative to other styles."
"Orichalcum Pathfinder Greaves","","5","","item","armor","Orichalcum armor that has been stripped down and padded with fur. Lighter-weight, for a balance between mobility and heavy physical protection."
"Orichalcum Inquisitor Greaves","","5","","item","armor","Orichalcum Heavy Sorcerer Hunter armor, made for those who seek out the most vile of heretics."
"Orichalcum Soldier Boots","","5","","item","armor","Common-style armor made from Orichalcum, a metal thought lost to the ages. Supremely protective against physical damage."
"Orichalcum Heavy Boots","","5","","item","armor","Orichalcum armor styled after ceremonial antiques. Heavy, but affords the most physical protection relative to other styles."
"Orichalcum Pathfinder Boots","","5","","item","armor","Orichalcum armor that has been stripped down and padded with fur. Lighter-weight, for a balance between mobility and heavy physical protection."
"Orichalcum Inquisitor Boots","","5","","item","armor","Orichalcum Heavy Sorcerer Hunter armor, made for those who seek out the most vile of heretics."
"Infused Leather Explorer Hat","","5","","item","armor","Clothing made from leather that has been infused with Azoth, increasing its protective properties. A favorite style of explorers. Lighter weight offers mobility in exchange for protection."
"Heavy Fur Trapper Hat","","5","","item","armor","Clothing made from handwoven cloth and animal pelts. Lightweight, warm, and very protective."
"Infused Leather Sorcerer Hunter Hat","","5","","item","armor","Sorcerer Hunter garb crafted from leather infused with Azoth, designd for maximum punishment of the wicked."
"Infused Leather Plague Doctor Hat","","5","","item","armor","Plague Doctor raiments made from Azoth-infused leather, eschewing physical protection for resistance to poisons and diseases."
"Infused Leather Explorer Coat","","5","","item","armor","Clothing made from leather that has been infused with Azoth, increasing its protective properties. A favorite style of explorers. Lighter weight offers mobility in exchange for protection."
"Heavy Fur Trapper Coat","","5","","item","armor","Clothing made from handwoven cloth and animal pelts. Lightweight, warm, and very protective."
"Infused Leather Sorcerer Hunter Coat","","5","","item","armor","Sorcerer Hunter garb crafted from leather infused with Azoth, designd for maximum punishment of the wicked."
"Infused Leather Plague Doctor Coat","","5","","item","armor","Plague Doctor raiments made from Azoth-infused leather, eschewing physical protection for resistance to poisons and diseases."
"Infused Leather Explorer Gloves","","5","","item","armor","Clothing made from leather that has been infused with Azoth, increasing its protective properties. A favorite style of explorers. Lighter weight offers mobility in exchange for protection."
"Heavy Fur Trapper Gloves","","5","","item","armor","Clothing made from handwoven cloth and animal pelts. Lightweight, warm, and very protective."
"Infused Leather Sorcerer Hunter Gauntlets","","5","","item","armor","Sorcerer Hunter garb crafted from leather infused with Azoth, designd for maximum punishment of the wicked."
"Infused Leather Plague Doctor Gloves","","5","","item","armor","Plague Doctor raiments made from Azoth-infused leather, eschewing physical protection for resistance to poisons and diseases."
"Infused Leather Explorer Pants","","5","","item","armor","Clothing made from leather that has been infused with Azoth, increasing its protective properties. A favorite style of explorers. Lighter weight offers mobility in exchange for protection."
"Heavy Fur Trapper Pants","","5","","item","armor","Clothing made from handwoven cloth and animal pelts. Lightweight, warm, and very protective."
"Infused Leather Sorcerer Hunter Pants","","5","","item","armor","Sorcerer Hunter garb crafted from leather infused with Azoth, designd for maximum punishment of the wicked."
"Infused Leather Plague Doctor Pants","","5","","item","armor","Plague Doctor raiments made from Azoth-infused leather, eschewing physical protection for resistance to poisons and diseases."
"Infused Leather Explorer Boots","","5","","item","armor","Clothing made from leather that has been infused with Azoth, increasing its protective properties. A favorite style of explorers. Lighter weight offers mobility in exchange for protection."
"Heavy Fur Trapper Boots","","5","","item","armor","Clothing made from handwoven cloth and animal pelts. Lightweight, warm, and very protective."
"Infused Leather Sorcerer Hunter Boots","","5","","item","armor","Sorcerer Hunter garb crafted from leather infused with Azoth, designd for maximum punishment of the wicked."
"Infused Leather Plague Doctor Boots","","5","","item","armor","Plague Doctor raiments made from Azoth-infused leather, eschewing physical protection for resistance to poisons and diseases."
"Infused Silk Duelist Hat","","5","","item","armor","Duelist's clothing made from silk infused with Azoth. Ultralight and maximally mobile, this clothing is designed for a fighter who wishes to avoid damage instead of absorb it."
"Infused Silk Sage Hat","","5","","item","armor","A sage's clothing made of Azoth-infused silk, offering the pinnacle of both comfort and elemental protection."
"Infused Silk Officer Hat","","5","","item","armor","Officer's apparel crafted with Azoth-infused silk. Quite protective for its light weight."
"Infused Silk Courtier Wig","","5","","item","armor","Is there a better way to express your social superiority than by wearing silk infused with the most powerful substance in the known world? What it lacks in protection it makes up for in reminding others that you are better than them."
"Infused Silk Duelist Shirt","","5","","item","armor","Duelist's clothing made from silk infused with Azoth. Ultralight and maximally mobile, this clothing is designed for a fighter who wishes to avoid damage instead of absorb it."
"Infused Silk Sage Robe","","5","","item","armor","A sage's clothing made of Azoth-infused silk, offering the pinnacle of both comfort and elemental protection."
"Infused Silk Officer Coat","","5","","item","armor","Officer's apparel crafted with Azoth-infused silk. Quite protective for its light weight."
"Infused Silk Courtier Coat","","5","","item","armor","Is there a better way to express your social superiority than by wearing silk infused with the most powerful substance in the known world? What it lacks in protection it makes up for in reminding others that you are better than them."
"Infused Silk Duelist Gloves","","5","","item","armor","Duelist's clothing made from silk infused with Azoth. Ultralight and maximally mobile, this clothing is designed for a fighter who wishes to avoid damage instead of absorb it."
"Infused Silk Sage Gloves","","5","","item","armor","A sage's clothing made of Azoth-infused silk, offering the pinnacle of both comfort and elemental protection."
"Infused Silk Officer Gloves","","5","","item","armor","Officer's apparel crafted with Azoth-infused silk. Quite protective for its light weight."
