"rank","restaurant_name","emailaddress","zipcode","website","cuisine1","cuisine2","cuisine3","cuisine","phone_number","address","yellowpages_rating","yellowpages_review_count","tripadvisor_rating","tripadvisor_review_count"
"231. ","Akron Children's Hospital Pediatric Palliative Care, Boardman","","44512","https://www.akronchildrens.org/locations/Palliative-Care-Boardman.html?y_source=1_MTM0MDE0MzctNTUzLWxvY2F0aW9uLndlYnNpdGU%3D","Hospices","","","Hospices","(330) 746-8358","6505 Market St Suite 1210,Youngstown,OH","","","",""
"232. ","Aultman Hospice Care of Alliance","","44601","","Hospices","","","Hospices","(330) 596-7480","270 E State St,Alliance,OH","","","",""
"233. ","Hospice Of North Central Ohio Inc","","44805","http://www.myhnco.org","Hospices","Home Health Services","Social Service Organizations","Hospices,Home Health Services,Social Service Organizations","(419) 281-7107","1050 Dauch Dr,Ashland,OH","","","",""
"234. ","Akron Children's Hospital Pediatric Palliative Care, Akron","","44308","https://www.akronchildrens.org/locations/Palliative-Care.html?y_source=1_MTM0MDEzMjItNTUzLWxvY2F0aW9uLndlYnNpdGU%3D","Hospices","","","Hospices","(330) 543-3343","215 W Bowery St Ste 6200,Akron,OH","","","",""
"235. ","Homestead Hospice & Palliative Care","","44311","http://homesteadhospice.com?utm_source=extnet&utm_medium=yext","Hospices","","","Hospices","(330) 564-1444","577 Grant St Ste B,Akron,OH","","","",""
"236. ","Encompass Health","","44685","","Hospices","","","Hospices","(330) 563-4183","1575 Corporate Woods Pkwy,Uniontown,OH","","","",""
"237. ","Sarah Elizabeth Friebert, MD","","44308","https://www.akronchildrens.org/people/Sarah-Elizabeth-Friebert-MD.html?y_source=1_MTY5MTAyMjItNTUzLWxvY2F0aW9uLndlYnNpdGU%3D","Hospices","","","Hospices","(330) 543-8050","215 W Bowery St Ste 4400,Akron,OH","","","",""
"238. ","Traditions Health Care","","44505","https://www.harborlighthospice.com","Hospices","","","Hospices","(330) 759-5270","4531 Belmont Ave,Youngstown,OH","","","",""
"239. ","Enhanced Rehabilitation Services","","44060","http://www.enhancedrehab.com","Hospices","Home Health Services","","Hospices,Home Health Services","(440) 352-7533","5794 Heisley Rd,Mentor,OH","","","",""
"240. ","Heartland Home Services","","44060","http://www.heartlandhospice.com","Hospices","Eldercare-Home Health Services","Home Health Services","Hospices,Eldercare-Home Health Services,Home Health Services,Nurses,Nursing Homes-Skilled Nursing Facility","(816) 915-0838",",,OH","","","",""
"241. ","Harbor Light Hospice","","44143","","Hospices","","","Hospices","(440) 276-5945","677 Alpha Dr,Cleveland,OH","","","",""
"242. ","Harmony Hospice Care","","44122","https://harmonyhospiceohio.com","Hospices","Home Health Services","Nurses","Hospices,Home Health Services,Nurses","(216) 232-9980","25825 Science Park Dr Ste 255,Beachwood,OH","","","",""
"243. ","Homestead Hospice & Palliative Care","","44622","http://homesteadhospice.com?utm_source=extnet&utm_medium=yext","Hospices","","","Hospices","(330) 440-0401","340 Oxford St Ste 200a,Dover,OH","","","",""
"244. ","Appalachian Community Hospice","","45701","http://www.acvna.org","Hospices","Home Health Services","Nurses","Hospices,Home Health Services,Nurses,Social Service Organizations","(740) 592-3493","30 Herrold Ave,Athens,OH","","","",""
"245. ","Medsource","","44132","","Hospices","Employment Agencies","Home Health Services","Hospices,Employment Agencies,Home Health Services,Nurses-Home Services,Physical Therapists,Rehabilitation Services","(216) 289-6827","27801 Euclid Ave Ste 100,Euclid,OH","","","",""
"246. ","Mvi Homecare","","44505","http://www.mvihomecare.com","Hospices","Home Health Services","Nurses","Hospices,Home Health Services,Nurses,Nursing & Convalescent Homes,Physical Therapists","(330) 759-9487","4891 Belmont Ave,Youngstown,OH","","","",""
"247. ","Hospice of The Western Reserve","","44004","","Hospices","","","Hospices","(440) 997-6619","2420 Lake Ave,Ashtabula,OH","","","",""
"248. ","Vitas Healthcare","","44131","http://www.vitas.com","Hospices","Home Health Services","","Hospices,Home Health Services","(216) 706-2100","600 E Granger Rd Ste 100,Independence,OH","","","",""
"249. ","Odyssey Hospice","","44124","","Hospices","","","Hospices","(440) 995-1740","6140 Parkland Blvd Ste 105,Cleveland,OH","","","",""
"250. ","Southern Care Youngstown","","44515","http://www.southerncareinc.com","Hospices","Home Health Services","","Hospices,Home Health Services","(330) 797-8940","5401 Ashley Cir Ste E,Youngstown,OH","","","",""
"251. ","Hospice of Visiting Nurse Service & Hospice Care Center","","44333","http://www.akrongeneral.org/hospice","Hospices","Home Health Services","Nurses","Hospices,Home Health Services,Nurses","(330) 665-1455","3358 Ridgewood Rd,Fairlawn,OH","","","",""
"252. ","Montefiore","","44122","","Hospices","","","Hospices","(216) 910-2500","27080 Harvard Rd,Beachwood,OH","","","",""
"253. ","Hospice of Knox County","","43050","https://www.hospiceofnorthcentralohio.org/locations/hospice-of-knox-county","Hospices","Home Health Services","","Hospices,Home Health Services","(740) 397-5188","17700 Coshocton Rd,Mount Vernon,OH","","","",""
"254. ","Hospice of Tuscarawas","","44622","","Hospices","Home Health Services","","Hospices,Home Health Services","(330) 343-3258","201 W 3rd St,Dover,OH","","","",""
"255. ","College Park Home Health Care Plus","","43812","http://collegeparkinc.com/","Home Health Services","Assisted Living & Elder Care Services","Eldercare-Home Health Services","Home Health Services,Assisted Living & Elder Care Services,Eldercare-Home Health Services,Hospices,Retirement Apartments & Hotels,Retirement Communities","(740) 623-4607","380 Browns Ln,Coshocton,OH","","","",""
"256. ","Mount Up Home Health Care Agency","","44137","https://www.mountuphomehealthcare.com","Home Health Services","Hospices","Senior Citizens Services & Organizations","Home Health Services,Hospices,Senior Citizens Services & Organizations","(216) 600-8927","6150 Dunham Rd,Maple Heights,OH","","","",""
"257. ","Cambridge Home Health Care","","44691","http://www.almostfamily.com","Home Health Services","Hospices","Nurses","Home Health Services,Hospices,Nurses","(330) 345-2647","210 E Milltown Rd,Wooster,OH","","","",""
"258. ","Cambridge Home Health Care","","44087","http://www.almostfamily.com","Home Health Services","Hospices","","Home Health Services,Hospices","(330) 405-1040","1869 E Aurora Rd Ste 700,Twinsburg,OH","","","",""
"259. ","Community Home Healthcare","","43723","http://communityhomehealthinc.com","Home Health Services","Hospices","","Home Health Services,Hospices","(740) 685-1610","108 Palmetto Pl,Byesville,OH","","","",""
"260. ","At Home With Shepherd","","44515","http://www.shepherdofthevalley.com","Home Health Services","Hospices","Nurses","Home Health Services,Hospices,Nurses,Rehabilitation Services","(330) 530-4041","5525 Silica Rd,Youngstown,OH","","","",""
"261. ","City Medical Nursing","","43213","","Home Health Services","Hospices","Medical Assistants & Technicians","Home Health Services,Hospices,Medical Assistants & Technicians,Nurses,Nurses Registries,Nurses-Home Services","(614) 668-7240","5340 E Main St Ste 209,Columbus,OH","","","",""
"262. ","Assurity Home Healthcare","","45692","","Home Health Services","Hospices","","Home Health Services,Hospices","(740) 384-1780","107 S Ohio Ave,Wellston,OH","","","",""
"263. ","Caring Hearts Home Health Services Inc","","43232","http://www.caringhearthealth.com/services.html","Home Health Services","Hospices","","Home Health Services,Hospices","(614) 863-6950","4327 Donlyn Ct,Columbus,OH","","","",""
"264. ","Comfort Healthcare","","44102","http://www.comforthealthcare.com","Home Health Services","Hospices","","Home Health Services,Hospices","(216) 281-9999","8310 Detroit Ave,Cleveland,OH","","","",""
"265. ","Consumer Support Service Inc","","44256","","Home Health Services","Hospices","","Home Health Services,Hospices","(330) 764-4785","750 E Washington St,Medina,OH","","","",""
"266. ","Mother's Karing Touch Home Health Care","","44432","","Home Health Services","Hospices","","Home Health Services,Hospices","(330) 420-9464","7941 State Route 45,Lisbon,OH","","","",""
"267. ","Keisel Home Therapy & Rehabilitation Services","","44004","http://www.keiselhometherapy.com","Home Health Services","Hospices","Physical Therapists","Home Health Services,Hospices,Physical Therapists","(440) 998-7505","2141 W Prospect Rd,Ashtabula,OH","","","",""
"268. ","Interim Healthcare","","44333","http://interimhealthcare.com","Eldercare-Home Health Services","Assisted Living & Elder Care Services","Home Health Services","Eldercare-Home Health Services,Assisted Living & Elder Care Services,Home Health Services,Hospices,Independent Living Services For The Disabled","(330) 836-5571","3040 W Market St,Fairlawn,OH","","","",""
"269. ","Cambridge Home Health Care","","44663","http://almostfamily.com","Home Health Services","Hospices","Nurses","Home Health Services,Hospices,Nurses,Nurses-Home Services","(330) 339-5079","525 W High Ave,New Philadelphia,OH","","","",""
"270. ","Pro Health Care Services","","43125","http://inhomewecare.com","Home Health Services","Health & Welfare Clinics","Hospices","Home Health Services,Health & Welfare Clinics,Hospices,Medical Clinics,Nurses-Home Services,Nursing Homes-Skilled Nursing Facility,Physical Therapists","(614) 856-9111","270 Main St,Groveport,OH","","","",""
