"rank","restaurant_name","emailaddress","zipcode","website","cuisine1","cuisine2","cuisine3","cuisine","phone_number","address","yellowpages_rating","yellowpages_review_count","tripadvisor_rating","tripadvisor_review_count"
"281. ","10 Wilmington Place","","45420","http://www.10wilmingtonplace.com","Retirement & Life Care Communities & Homes-Information Bureaus","Alzheimer's Care & Services","Assisted Living & Elder Care Services","Retirement & Life Care Communities & Homes-Information Bureaus,Alzheimer's Care & Services,Assisted Living & Elder Care Services,Assisted Living Facilities,Retirement Communities","(937) 253-1010","10 Wilmington Ave,Dayton,OH","1","1","",""
"282. ","Crestview Manor","","45430","http://www.crestview-manor.com","Nursing & Convalescent Homes","Alzheimer's Care & Services","Assisted Living Facilities","Nursing & Convalescent Homes,Alzheimer's Care & Services,Assisted Living Facilities,Residential Care Facilities,Retirement Apartments & Hotels","(937) 426-5033","4381 Tonawanda Trl,Dayton,OH","1","1","",""
"283. ","Inn At Winchester Trail","","43110","http://www.winchestertrail.com","Assisted Living Facilities","Alzheimer's Care & Services","Assisted Living & Elder Care Services","Assisted Living Facilities,Alzheimer's Care & Services,Assisted Living & Elder Care Services,Nursing & Convalescent Homes,Residential Care Facilities","(614) 829-6388","6401 Winchester Blvd,Canal Winchester,OH","1","1","",""
"284. ","Adult Care By Sandy","","44053","","Residential Care Facilities","Assisted Living Facilities","Nursing & Convalescent Homes","Residential Care Facilities,Assisted Living Facilities,Nursing & Convalescent Homes,Senior Citizens Services & Organizations","(440) 233-7659","6140 Orchard Hill Blvd,Lorain,OH","1","1","",""
"285. ","Lincoln Park Manor","","45429","http://www.lincolnpark-manor.com","Assisted Living Facilities","Assisted Living & Elder Care Services","Nursing & Convalescent Homes","Assisted Living Facilities,Assisted Living & Elder Care Services,Nursing & Convalescent Homes,Rehabilitation Services","(937) 297-4300","694 Isaac Prugh Way,Dayton,OH","1","1","",""
"286. ","Ivy Woods Care Center","","45205","","Residential Care Facilities","Alzheimer's Care & Services","Assisted Living Facilities","Residential Care Facilities,Alzheimer's Care & Services,Assisted Living Facilities,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility","(513) 251-2557","2025 Wyoming Ave,Cincinnati,OH","1","1","",""
"287. ","Arbors at Delaware: A Subacute and Rehab Center","","43015","http://arborsatdelaware.com","Nursing & Convalescent Homes","Assisted Living Facilities","General Contractors","Nursing & Convalescent Homes,Assisted Living Facilities,General Contractors,Nursing Homes-Skilled Nursing Facility,Personal Care Homes,Rehabilitation Services,Residential Care Facilities","(740) 369-9614","2270 Warrensburg Rd,Delaware,OH","1","1","",""
"288. ","Heartland-Holly Glen","","43606","http://www.hcr-manorcare.com","Residential Care Facilities","Assisted Living Facilities","Nursing & Convalescent Homes","Residential Care Facilities,Assisted Living Facilities,Nursing & Convalescent Homes,Nursing Homes-Intermediate Care Facility,Nursing Homes-Skilled Nursing Facility,Occupational Therapists,Physical Therapists,Social Service Organizations","(419) 474-6021","4293 Monroe St,Toledo,OH","1","1","",""
"289. ","Heartland of Kettering","","45429","http://www.hcr-manorcare.com","Residential Care Facilities","Assisted Living Facilities","Nursing & Convalescent Homes","Residential Care Facilities,Assisted Living Facilities,Nursing & Convalescent Homes,Nursing Homes-Intermediate Care Facility,Nursing Homes-Skilled Nursing Facility,Occupational Therapists,Physical Therapists","(937) 298-8084","3313 Wilmington Pike,Dayton,OH","1","1","",""
"290. ","Heartland of Hillsboro","","45133","http://www.hcr-manorcare.com","Residential Care Facilities","Assisted Living Facilities","Nursing & Convalescent Homes","Residential Care Facilities,Assisted Living Facilities,Nursing & Convalescent Homes,Nursing Homes-Intermediate Care Facility,Nursing Homes-Skilled Nursing Facility,Occupational Therapists,Physical Therapists","(937) 393-5766","1141 Northview Dr,Hillsboro,OH","1","1","",""
"291. ","Knolls Of Oxford The","","45056","http://www.mkcommunities.org","Retirement Communities","Alzheimer's Care & Services","Assisted Living & Elder Care Services","Retirement Communities,Alzheimer's Care & Services,Assisted Living & Elder Care Services","(800) 610-6767","6727 Contreras Rd,Oxford,OH","1","1","",""
"292. ","Royalton Woods Retirement","","44133","http://www.royaltonwoods.org","Assisted Living Facilities","Residential Care Facilities","Retirement Communities","Assisted Living Facilities,Residential Care Facilities,Retirement Communities","(440) 582-4111","14277 State Rd,North Royalton,OH","1","1","",""
"293. ","Life Care Centers of America","","44256","http://www.lcca.com","Assisted Living & Elder Care Services","Assisted Living Facilities","Rehabilitation Services","Assisted Living & Elder Care Services,Assisted Living Facilities,Rehabilitation Services","(330) 483-3131","2400 Columbia Rd,Medina,OH","1","1","",""
"294. ","Wonder Maids","","44691","http://www.maids.com","Assisted Living Facilities","Assisted Living & Elder Care Services","","Assisted Living Facilities,Assisted Living & Elder Care Services","(330) 345-8111","3393 Friendsville Rd,Wooster,OH","1","1","",""
"295. ","Village of The Falls","","44138","","Assisted Living Facilities","Assisted Living & Elder Care Services","Residential Care Facilities","Assisted Living Facilities,Assisted Living & Elder Care Services,Residential Care Facilities","(440) 235-7590","25920 Elm St,Olmsted Falls,OH","1","1","",""
"296. ","Comfort Keepers","","44502","http://www.comfortkeepers.com","Home Health Services","Assisted Living & Elder Care Services","Eldercare-Home Health Services","Home Health Services,Assisted Living & Elder Care Services,Eldercare-Home Health Services,Home Health Care Equipment & Supplies,Senior Citizens Services & Organizations","(330) 386-5500",",Youngstown,OH","1","1","",""
"297. ","Champion Estates Assisted Living","","44483","http://www.championestatesal.com","Assisted Living Facilities","Assisted Living & Elder Care Services","Residential Care Facilities","Assisted Living Facilities,Assisted Living & Elder Care Services,Residential Care Facilities","(330) 841-1555","1 Windsor Pl,Warren,OH","1","1","",""
"298. ","ACC Adult Home Care","","44089","https://www.accadulthomecare.com","Home Health Services","Assisted Living & Elder Care Services","Day Care Centers & Nurseries","Home Health Services,Assisted Living & Elder Care Services,Day Care Centers & Nurseries,Elderly Homes,Senior Citizens Services & Organizations","(440) 320-3335","5425 Liberty Ave,Vermilion,OH","1","1","",""
"299. ","Wright Nursing & Rehabilitation Center","","45324","http://www.covenantcare.com","Rehabilitation Services","Nursing & Convalescent Homes","Nursing Homes-Skilled Nursing Facility","Rehabilitation Services,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Occupational Therapists,Physical Therapists,Speech-Language Pathologists","(937) 878-7046","829 Yellow Springs Fairfield Rd,Fairborn,OH","1","1","",""
"300. ","Brookdale Lakeview Crossing","","43125","https://www.brookdale.com/en/communities/brookdale-lakeview-crossing.html?cid=yext","Assisted Living Facilities","Nursing & Convalescent Homes","","Assisted Living Facilities,Nursing & Convalescent Homes","(614) 836-5990","4000 Lakeview Xing,Groveport,OH","1","1","",""
"211. ","Senior Services of Belmont County","creeves@4lpi.com","43950","http://www.aplacetogrowyourbusiness.com","Senior Citizens Services & Organizations","County & Parish Government","Government Offices","Senior Citizens Services & Organizations,County & Parish Government,Government Offices,Nurses","(740) 695-4142","45240 National Rd W,Saint Clairsville,OH","2.5","6","",""
"212. ","Covenant House","","43604","","Assisted Living Facilities","Apartments","Assisted Living & Elder Care Services","Assisted Living Facilities,Apartments,Assisted Living & Elder Care Services,Elderly Homes,Senior Citizens Services & Organizations","(419) 243-2334","702 N Erie St,Toledo,OH","2.5","2","",""
"213. ","Solivita of Echo Manor","","43147","https://www.solivitaechomanor.com","Nursing & Convalescent Homes","Assisted Living & Elder Care Services","Rehabilitation Services","Nursing & Convalescent Homes,Assisted Living & Elder Care Services,Rehabilitation Services,Residential Care Facilities","(614) 864-1718","10270 Blacklick Eastern Rd,Pickerington,OH","2.5","2","",""
"214. ","Campus Healthcare","","44505","http://www.chcccompanies.com","Residential Care Facilities","Home Health Services","Nursing Homes-Skilled Nursing Facility","Residential Care Facilities,Home Health Services,Nursing Homes-Skilled Nursing Facility","(330) 759-8000","196 Colonial Dr,Youngstown,OH","2.5","2","",""
"215. ","Cottages of Clayton Inc","","45415","http://www.thecottagesofclayton.com","Assisted Living Facilities","Assisted Living & Elder Care Services","Nursing & Convalescent Homes","Assisted Living Facilities,Assisted Living & Elder Care Services,Nursing & Convalescent Homes,Nursing Homes-Intermediate Care Facility,Rehabilitation Services,Residential Care Facilities,Senior Citizens Services & Organizations","(937) 280-0300","8212 N Main St,Dayton,OH","2.5","9","",""
"216. ","Oakwood Village","","45503","https://www.mercy.com/locations/senior-living/springfield/oakwood-village","Assisted Living Facilities","Nursing & Convalescent Homes","Nursing Homes-Intermediate Care Facility","Assisted Living Facilities,Nursing & Convalescent Homes,Nursing Homes-Intermediate Care Facility,Nursing Homes-Skilled Nursing Facility,Residential Care Facilities,Rest Homes,Retirement Communities","(937) 390-9000","1500 Villa Rd,Springfield,OH","2.5","3","",""
"217. ","Wickliffe Country Place","","44092","http://www.lhshealth.com/wickliffe-country-place","Nursing Homes-Skilled Nursing Facility","Assisted Living Facilities","Nursing & Convalescent Homes","Nursing Homes-Skilled Nursing Facility,Assisted Living Facilities,Nursing & Convalescent Homes,Nursing Homes-Intermediate Care Facility,Physical Therapists,Physical Therapy Clinics,Rehabilitation Services,Senior Citizens Services & Organizations","(440) 944-9400","1919 Bishop Rd,Wickliffe,OH","","","",""
"218. ","Heartland Home Health Care & Hospice","","44092","http://www.heartlandhospice.com","Hospices","Assisted Living & Elder Care Services","Home Health Services","Hospices,Assisted Living & Elder Care Services,Home Health Services,Nurses-Home Services","(816) 943-1798",",,OH","","","",""
"219. ","Aultman Hospital","Edward.Roth@aultman.com","44710","http://www.aultman.org","Assisted Living & Elder Care Services","Analytical Labs","Clinics","Assisted Living & Elder Care Services,Analytical Labs,Clinics,Hospitals,Medical Centers,Medical Labs,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Physicians & Surgeons,Psychological Clinics,Research & Development Labs","(330) 452-9911","2600 6th St SW,Canton,OH","2.5","8","",""
"220. ","Carriage Inn Of Dayton Nursing & Rehab Center","","45415","http://www.capitalhealthservices.com","Assisted Living & Elder Care Services","Alzheimer's Care & Services","Bed & Breakfast & Inns","Assisted Living & Elder Care Services,Alzheimer's Care & Services,Bed & Breakfast & Inns,Elderly Homes,Lodging,Nursing & Convalescent Homes,Nursing Homes Referral Service,Nursing Homes-Intermediate Care Facility,Nursing Homes-Skilled Nursing Facility,Rehabilitation Services","(937) 278-0404","5040 Philadelphia Dr,Dayton,OH","2","4","",""
"221. ","Riverside Village","","45042","http://www.ascseniorcare.com","Assisted Living Facilities","Alzheimer's Care & Services","Assisted Living & Elder Care Services","Assisted Living Facilities,Alzheimer's Care & Services,Assisted Living & Elder Care Services,Eldercare-Home Health Services,Elderly Homes,Homes-Institutional & Aged,Nursing & Convalescent Homes,Nursing Homes-Intermediate Care Facility,Nursing Homes-Skilled Nursing Facility,Rehabilitation Services,Residential Care Facilities,Retirement Communities","(513) 422-3686","2440 Carmody Blvd,Middletown,OH","2","3","",""
"222. ","ManorCare Health Services-Willoughby","","44094","http://www.manorcare.com","Residential Care Facilities","Assisted Living Facilities","Home Health Services","Residential Care Facilities,Assisted Living Facilities,Home Health Services,Nursing & Convalescent Homes,Nursing Homes-Intermediate Care Facility,Nursing Homes-Skilled Nursing Facility,Occupational Therapists,Physical Therapists","(440) 951-5551","37603 Euclid Ave,Willoughby,OH","2","3","",""
"223. ","Manor at Whitehall","","43213","http://www.saberhealth.com","Nursing & Convalescent Homes","Nursing Homes-Skilled Nursing Facility","Residential Care Facilities","Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Residential Care Facilities","(614) 501-8271","4805 Langley Ave,Columbus,OH","2","3","",""
"224. ","Sanctuary At Tuttle Crossing","","43017","http://www.sanctuaryseniorliving.com","Assisted Living Facilities","Assisted Living & Elder Care Services","Homes-Institutional & Aged","Assisted Living Facilities,Assisted Living & Elder Care Services,Homes-Institutional & Aged,Nursing & Convalescent Homes,Nursing Homes-Intermediate Care Facility,Nursing Homes-Skilled Nursing Facility,Residential Care Facilities,Rest Homes,Retirement Communities,Senior Citizens Services & Organizations","(614) 760-8870","4880 Tuttle Rd,Dublin,OH","","","",""
"225. ","Providence Care Centers","","44870","http://www.homeishere.org","Nursing Homes-Skilled Nursing Facility","Assisted Living & Elder Care Services","Assisted Living Facilities","Nursing Homes-Skilled Nursing Facility,Assisted Living & Elder Care Services,Assisted Living Facilities,Electricians,Health Insurance,Insurance,Nursing & Convalescent Homes,Nursing Homes-Intermediate Care Facility,Rehabilitation Services,Retirement Communities","(419) 627-2273","2025 Hayes Ave,Sandusky,OH","2","1","",""
"226. ","Riverside Healthcare Center","","45405","https://www.communicarehealth.com/facility/riverside-healthcare-center","Assisted Living Facilities","Assisted Living & Elder Care Services","Elderly Homes","Assisted Living Facilities,Assisted Living & Elder Care Services,Elderly Homes,Homes-Institutional & Aged,Nursing Homes-Skilled Nursing Facility,Rehabilitation Services,Retirement Communities","(937) 278-0723","1390 King Tree Dr,Dayton,OH","2","1","",""
"227. ","Alternative Nursing & Hm Care","","45694","","Assisted Living & Elder Care Services","Clinics","Counseling Services","Assisted Living & Elder Care Services,Clinics,Counseling Services,Home Health Services,Nurses,Nurses-Home Services,Nursing & Convalescent Homes,Occupational Therapists,Outpatient Services,Personal Services & Assistants,Physical Therapists,Physical Therapy Clinics,Rehabilitation Services","(740) 574-2682","8407 Hayport Rd,Wheelersburg,OH","2","1","",""
"228. ","Perrysburg Care & Rehabilitation Center","","43551","http://www.genesishcc.com","Elderly Homes","Assisted Living & Elder Care Services","Assisted Living Facilities","Elderly Homes,Assisted Living & Elder Care Services,Assisted Living Facilities,Medical Clinics,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Residential Care Facilities,Senior Citizens Services & Organizations","(419) 666-0935","28546 Starbright Blvd,Perrysburg,OH","2","1","",""
"229. ","Carriage Court of Grove City","","43123","http://www.carriagecourtgrovecity.com","Elderly Homes","Assisted Living & Elder Care Services","Assisted Living Facilities","Elderly Homes,Assisted Living & Elder Care Services,Assisted Living Facilities,Nursing & Convalescent Homes,Residential Care Facilities,Retirement Communities","(614) 871-8000","2320 Sonora Dr,Grove City,OH","2","1","",""
"230. ","Abundant Life of Perrysburg, Inc.","","43551","http://abundantlifeperrysburg.org","Retirement Communities","Elderly Homes","Senior Citizens Services & Organizations","Retirement Communities,Elderly Homes,Senior Citizens Services & Organizations","(419) 874-4371","100 Trinity Ct,Perrysburg,OH","2","1","",""
"231. ","Elmwood Assisted Living Center","","44425","http://elmwoodcommunities.com","Assisted Living Facilities","Assisted Living & Elder Care Services","Residential Care Facilities","Assisted Living Facilities,Assisted Living & Elder Care Services,Residential Care Facilities","(330) 568-8084","871 Elmwood Dr,Hubbard,OH","2","1","",""
"232. ","Westbrook Assisted Living","","43351","http://www.pslgroupllc.com/locations/westbrook","Assisted Living Facilities","Assisted Living & Elder Care Services","Residential Care Facilities","Assisted Living Facilities,Assisted Living & Elder Care Services,Residential Care Facilities","(419) 209-1100","101 Westbrook Blvd,Upper Sandusky,OH","2","1","",""
"233. ","Cortview Village","","44410","","Retirement Apartments & Hotels","","","Retirement Apartments & Hotels","(330) 638-1919","100 Cortview Dr,Cortland,OH","2","1","",""
"234. ","Holly Hill","","44065","http://www.hollyhillhealthcare.com","Retirement Apartments & Hotels","","","Retirement Apartments & Hotels","(440) 564-9101","10190 Fairmount Rd,Newbury,OH","2","1","",""
"235. ","Homewood Residence At Rockefeller Gardens","","44118","http://brookdale.com","Retirement Apartments & Hotels","","","Retirement Apartments & Hotels","(216) 321-6331","3151 Mayfield Rd,Cleveland,OH","2","1","",""
"236. ","Interim Health Care","","45701","http://interimhealthcare.com","Eldercare-Home Health Services","Assisted Living & Elder Care Services","Home Health Services","Eldercare-Home Health Services,Assisted Living & Elder Care Services,Home Health Services,Hospices,Independent Living Services For The Disabled","(740) 592-4901","2099 E State St Ste D,Athens,OH","2","1","",""
"237. ","Black Brook Golf Course & Driving Range","parks@cityofmentor.com","44060","http://www.cityofmentor.com","Golf Practice Ranges","Golf Courses","Golf Instruction","Golf Practice Ranges,Golf Courses,Golf Instruction,Golf Tournament Booking & Planning Service,Marinas,Recreation Centers,Senior Citizens Services & Organizations,Skating Rinks","(440) 951-0010","8900 Lake Shore Blvd,Mentor,OH","","","",""
"238. ","Medina Village Retirement Community","","44256","http://www.medinavillagesnr.com","Nursing & Convalescent Homes","Alzheimer's Care & Services","Assisted Living Facilities","Nursing & Convalescent Homes,Alzheimer's Care & Services,Assisted Living Facilities,Nursing Homes-Skilled Nursing Facility,Physical Therapists,Rehabilitation Services,Residential Care Facilities","(330) 725-3393","555 Springbrook Dr,Medina,OH","1.5","3","",""
"239. ","Arbors at Sylvania","","43617","http://arborsatsylvania.com","Nursing & Convalescent Homes","Assisted Living Facilities","Nursing Homes-Skilled Nursing Facility","Nursing & Convalescent Homes,Assisted Living Facilities,Nursing Homes-Skilled Nursing Facility,Personal Care Homes,Physical Therapists,Rehabilitation Services,Residential Care Facilities","(419) 841-2200","7120 Port Sylvania Dr,Toledo,OH","1.5","3","",""
"240. ","County of Cuyahoga","cuycsea@odjfs.state.oh.us","44114","http://www.cuyahogacounty.us","County & Parish Government","Government Offices","Senior Citizens Services & Organizations","County & Parish Government,Government Offices,Senior Citizens Services & Organizations","(216) 443-5100","1641 Payne Ave,Cleveland,OH","1.5","3","",""
"121. ","Aultman Woodlawn","","44708","","Nursing & Convalescent Homes","Home Health Care Equipment & Supplies","Nurses-Home Services","Nursing & Convalescent Homes,Home Health Care Equipment & Supplies,Nurses-Home Services","(330) 479-4800","2821 Woodlawn Ave NW,Canton,OH","5","1","",""
"122. ","Mt St Joseph Rehab Center","","44117","http://www.mountstjoseph.net","Nursing & Convalescent Homes","Rehabilitation Services","","Nursing & Convalescent Homes,Rehabilitation Services","(216) 531-7426","21800 Chardon Rd,Euclid,OH","5","1","",""
"123. ","Sunshine Communities","info@sunshine.org","43537","https://www.sunshine.org","Senior Citizens Services & Organizations","Social Service Organizations","","Senior Citizens Services & Organizations,Social Service Organizations","(419) 865-0251","7223 Maumee Western Rd,Maumee,OH","5","1","",""
"124. ","Upreach","","43220","http://www.upreachgroup.com","Assisted Living Facilities","Residential Care Facilities","","Assisted Living Facilities,Residential Care Facilities","(614) 442-7702","4488 Mobile Dr,Columbus,OH","5","1","",""
"125. ","Brookdale Living Communities of Ohio","","43235","http://www.brookdale.com","Assisted Living Facilities","Residential Care Facilities","","Assisted Living Facilities,Residential Care Facilities","(614) 734-1000","3500 Trillium Xing,Columbus,OH","5","1","",""
"126. ","St Leonard Senior Living Community","","45458","http://stleonard.net","Assisted Living Facilities","","","Assisted Living Facilities","(937) 433-0480","1203 Schervier Ct,Dayton,OH","5","1","",""
"127. ","Heritage Manor Nursing Center Of Minster","","45865","http://heritagecenterrehab.com","Assisted Living Facilities","Assisted Living & Elder Care Services","Homes-Institutional & Aged","Assisted Living Facilities,Assisted Living & Elder Care Services,Homes-Institutional & Aged,Nurses-Home Services,Nursing & Convalescent Homes,Nursing Homes-Intermediate Care Facility,Nursing Homes-Skilled Nursing Facility,Personal Care Homes,Rehabilitation Services,Residential Care Facilities,Rest Homes,Retirement Communities,Senior Citizens Services & Organizations","(419) 628-2396","24 N Hamilton St,Minster,OH","5","19","",""
"128. ","Cleveland Clinic Union Hospital","","44622","http://www.unionhospital.org","Hospitals","Emergency Care Facilities","Medical Centers","Hospitals,Emergency Care Facilities,Medical Centers,Medical Service Organizations,Nursing Homes-Skilled Nursing Facility,Physicians & Surgeons Referral & Information Service,Surgery Centers","(330) 343-3311","659 Boulevard St,Dover,OH","5","20","",""
"129. ","Greenbriar Center","","44512","https://www.communicarehealth.com/facility/greenbriar-healthcare-center","Hospitals","Assisted Living Facilities","Medical Clinics","Hospitals,Assisted Living Facilities,Medical Clinics,Nurses-Home Services,Nursing & Convalescent Homes,Physical Therapists,Physical Therapy Clinics,Rehabilitation Services","(330) 965-6432","8064 South Ave # 1,Youngstown,OH","5","4","",""
"130. ","Autumnwood Nursing & Rehabilitation Center","","44270","http://www.embassyhealthcare.net/2-communities/1-autumnwood.html","Rest Homes","Assisted Living Facilities","Nursing & Convalescent Homes","Rest Homes,Assisted Living Facilities,Nursing & Convalescent Homes,Physicians & Surgeons,Retirement Communities","(330) 927-2060","275 E Sunset Dr,Rittman,OH","4.5","3","",""
"131. ","Southern Hills Skilled Nursing & Rehab Center","","44130","http://www.southernhillsnursing.com","Nursing Homes-Skilled Nursing Facility","Nursing & Convalescent Homes","Personal Care Homes","Nursing Homes-Skilled Nursing Facility,Nursing & Convalescent Homes,Personal Care Homes,Rehabilitation Services","(440) 816-7500","19530 Bagley Rd,Cleveland,OH","4.5","33","",""
"132. ","Copeland Oaks","","44672","https://www.copelandoaks.com","Assisted Living Facilities","Assisted Living & Elder Care Services","Residential Care Facilities","Assisted Living Facilities,Assisted Living & Elder Care Services,Residential Care Facilities,Rest Homes","(330) 938-6126","800 S 15th St,Sebring,OH","4.5","4","",""
"133. ","Blossom Nursing & Rehabilitation Center","","44460","http://www.atriumlivingcenters.com","Nursing Homes-Intermediate Care Facility","Nursing Homes-Skilled Nursing Facility","","Nursing Homes-Intermediate Care Facility,Nursing Homes-Skilled Nursing Facility","(330) 337-3033","109 Blossom Lane,Salem,OH","4.5","2","",""
"134. ","Arlington Court Nursing & Rehabilitation Center","","43220","http://www.2arlingtoncourtnursing.com","Nursing & Convalescent Homes","Assisted Living & Elder Care Services","Assisted Living Facilities","Nursing & Convalescent Homes,Assisted Living & Elder Care Services,Assisted Living Facilities,Homes-Institutional & Aged,Nursing Homes-Skilled Nursing Facility,Personal Care Homes,Physical Therapists,Physical Therapy Clinics,Rehabilitation Services,Residential Care Facilities","(614) 451-5677","1605 NW Professional Plz,Columbus,OH","4.5","21","",""
"135. ","Wellington Place","","44070","","Assisted Living Facilities","","","Assisted Living Facilities","(440) 734-9933","4800 Clague Rd,North Olmsted,OH","4.5","6","",""
"136. ","Park Creek Center - Parma Heights","","44130","http://www.parkcreekretirement.com","Assisted Living & Elder Care Services","Adult Day Care Centers","Assisted Living Facilities","Assisted Living & Elder Care Services,Adult Day Care Centers,Assisted Living Facilities,Homes-Institutional & Aged,Hospices,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Residential Care Facilities,Retirement Communities","(440) 842-5100","10064 N Church Dr,Cleveland,OH","4.5","3","",""
"137. ","Visiting Angels","","44708","http://www.visitingangels.com/canton/home","Home Health Services","Alzheimer's Care & Services","Assisted Living & Elder Care Services","Home Health Services,Alzheimer's Care & Services,Assisted Living & Elder Care Services,Eldercare-Home Health Services,Senior Citizens Services & Organizations","(330) 209-5995","4905 Hills & Dales Rd NW,Canton,OH","4","21","",""
"138. ","Haven Homes Assisted Living of Stow","","44224","http://www.havenhomesofstow.com","Assisted Living & Elder Care Services","Assisted Living Facilities","Nursing & Convalescent Homes","Assisted Living & Elder Care Services,Assisted Living Facilities,Nursing & Convalescent Homes,Residential Care Facilities,Retirement Communities","(330) 678-1700","3605 Marsh Rd,Stow,OH","4","5","",""
"139. ","Hickory House","","43230","http://www.thehickoryhouse.com","Assisted Living & Elder Care Services","Assisted Living Facilities","Elderly Homes","Assisted Living & Elder Care Services,Assisted Living Facilities,Elderly Homes,Homes-Institutional & Aged,Retirement Communities","(614) 428-7427","550 Officenter Pl,Gahanna,OH","4","6","",""
"140. ","Monterey Rehabilitation Center, Skilled Nursing & Memory Care","","43123","http://www.macintoshcompany.com","Assisted Living & Elder Care Services","Alzheimer's Care & Services","Clinics","Assisted Living & Elder Care Services,Alzheimer's Care & Services,Clinics,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Physical Therapy Clinics,Rehabilitation Services,Senior Citizens Services & Organizations","(614) 875-7700","3929 Hoover Rd,Grove City,OH","4","4","",""
"141. ","Anderson Nursing & Rehabilitation","","45255","http://www.theanderson.com","Nursing & Convalescent Homes","Assisted Living Facilities","","Nursing & Convalescent Homes,Assisted Living Facilities","(513) 474-6200","8139 Beechmont Ave,Cincinnati,OH","4","4","",""
"142. ","SharonBrooke","","43055","http://www.sharonbrooke.com","Retirement Communities","Alzheimer's Care & Services","Assisted Living & Elder Care Services","Retirement Communities,Alzheimer's Care & Services,Assisted Living & Elder Care Services,Assisted Living Facilities,Hospital & Nursing Home Consultants,Nursing & Convalescent Homes,Retirement & Life Care Communities & Homes-Information Bureaus","(740) 366-7333","920 Sharon Valley Rd,Newark,OH","","","",""
"143. ","Residence At Kensington Place","","45044","http://kensington-place.net","Nursing & Convalescent Homes","Alzheimer's Care & Services","Assisted Living Facilities","Nursing & Convalescent Homes,Alzheimer's Care & Services,Assisted Living Facilities,Nursing Homes-Skilled Nursing Facility,Rehabilitation Services,Residential Care Facilities","(513) 424-3511","751 Kensington St,Middletown,OH","4","3","",""
"144. ","SEM Haven Healthcare & Assisted Living","","45150","http://www.semhaven.org","Assisted Living Facilities","Alzheimer's Care & Services","Assisted Living & Elder Care Services","Assisted Living Facilities,Alzheimer's Care & Services,Assisted Living & Elder Care Services,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Retirement & Life Care Communities & Homes-Information Bureaus,Retirement Communities","(513) 248-1270","225 Cleveland Ave,Milford,OH","4","1","",""
"145. ","Whetstone Gardens & Care Center","","43214","http://www.2macintoshcompany.com","Residential Care Facilities","Assisted Living & Elder Care Services","Assisted Living Facilities","Residential Care Facilities,Assisted Living & Elder Care Services,Assisted Living Facilities,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Senior Citizens Services & Organizations","(614) 457-1100","3710 Olentangy River Rd,Columbus,OH","4","1","",""
"146. ","Salida Woods Assisted Living","","44060","http://www.lifeservicesassistedliving.com","Assisted Living Facilities","Assisted Living & Elder Care Services","Nursing & Convalescent Homes","Assisted Living Facilities,Assisted Living & Elder Care Services,Nursing & Convalescent Homes,Nursing Homes-Intermediate Care Facility,Retirement Communities","(440) 257-3866","7685 Lake Shore Blvd,Mentor,OH","4","1","",""
"147. ","Eastgate Springs of Cincinnati Health Care Center","","45245","http://www.carespring.com","Assisted Living Facilities","Alzheimer's Care & Services","Assisted Living & Elder Care Services","Assisted Living Facilities,Alzheimer's Care & Services,Assisted Living & Elder Care Services,Nursing & Convalescent Homes,Nursing Homes-Skilled Nursing Facility,Rehabilitation Services","(513) 752-3710","4400 Glen Este Withamsville Rd,Cincinnati,OH","4","1","",""
"148. ","Scioto Retirement Community","","43207","http://www.sciotocommunity.com","Nursing Homes-Skilled Nursing Facility","Assisted Living & Elder Care Services","Assisted Living Facilities","Nursing Homes-Skilled Nursing Facility,Assisted Living & Elder Care Services,Assisted Living Facilities,Nursing & Convalescent Homes","(614) 491-2000","433 Obetz Rd,Columbus,OH","4","1","",""
"149. ","Matthew's Nursing Service","","44320","","Assisted Living & Elder Care Services","Eldercare-Home Health Services","Home Health Services","Assisted Living & Elder Care Services,Eldercare-Home Health Services,Home Health Services,Hospices,Medical Assistants & Technicians,Nurses,Nurses Registries,Nurses-Home Services","(330) 836-9220","686 Roslyn Ave,Akron,OH","4","1","",""
"150. ","Heartland of Mentor","","44060","http://www.hcr-manorcare.com","Residential Care Facilities","Assisted Living Facilities","Nursing & Convalescent Homes","Residential Care Facilities,Assisted Living Facilities,Nursing & Convalescent Homes,Nursing Homes-Intermediate Care Facility,Nursing Homes-Skilled Nursing Facility,Occupational Therapists,Physical Therapists","(440) 256-1496","8200 Mentor Hills Dr,Mentor,OH","4","1","",""
"91. ","Marksch Family Group Home","","43528","","Homes-Institutional & Aged","","","Homes-Institutional & Aged","(419) 866-0361","219 Medbury St,Holland,OH","5","1","",""
